CODE,LINE_NAME,DATE,OUTPUT_KWH,LOSS_NOLOAD_KWH,LOSS_LOAD_KWH,LOSS_KWH,LOSS_PCT,MAX_LOAD_PCT,AVG_LOAD_PCT,N_INTERVALS,OUTPUT_SRC
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-06,1840,11.6134,3.24032,14.8538,0.800805,34.0866,15.3583,43,index
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-06,2217,18.1125,3.80052,21.913,0.978735,27.5719,12.6945,45,index
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-06,60.8,19.9507,0.001118,19.9519,24.7076,0.232964,0.232964,45,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-06,710,38.1667,0.0835811,38.2503,5.11197,2.52008,1.19053,45,index
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-06,486.4,26.8875,0.101608,26.9891,5.25705,6.83427,1.40726,45,index
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-06,185,41.5942,0.00814116,41.6023,18.3592,0.825,0.420753,45,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-06,3794,20.8763,6.75735,27.6336,0.723084,24.5883,16.9778,45,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-06,1029.6,20.8279,0.735931,21.5638,2.05143,10.8638,4.69471,45,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-06,2592,20.205,5.40533,25.6103,0.978386,36.2007,15.7023,45,index
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-06,1867.6,52.32,7.82523,60.1452,3.11998,14.6813,12.4986,50,index
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-06,1946.4,20.1375,2.49112,22.6286,1.14923,19.4256,8.68775,45,index
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-06,121.8,3.465,0.152753,3.61775,2.88456,16.4614,6.79871,45,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-06,3659.2,18.675,8.68715,27.3621,0.742213,41.0459,20.146,45,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-06,17286,42.7298,28.0862,70.8159,0.408001,37.3934,29.9495,45,index
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-06,1662,39.6279,1.08621,40.7141,2.39113,26.242,3.1773,43,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-06,1566,41.7802,0.805751,42.586,2.64742,12.8998,2.94763,44,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-06,34,16.47,0.00103283,16.471,32.6346,0.517773,0.197162,45,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-06,298.2,6.4125,0.282121,6.69462,2.19572,20.634,7.04193,45,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-06,497.2,6.03,1.01459,7.04459,1.39706,34.6033,14.5532,49,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-06,28532,86.0715,103.8,189.871,0.661068,73.1006,41.3292,45,index
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-06,2891,86.0715,0.946655,87.0182,2.92202,7.97583,4.15297,45,index
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-06,97.6,18.675,0.0177109,18.6927,16.0738,1.31529,1.07073,45,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-06,3268.8,17.73,6.94857,24.6786,0.749316,30.1005,19.4251,45,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-06,940,25.965,0.286633,26.2516,2.71685,5.04511,2.53922,45,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-06,6141.6,21.645,23.1012,44.7462,0.723306,70.7484,29.0719,45,index
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-06,13,17.55,0.000150541,17.5502,57.447,0.174603,0.0811287,45,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-06,659,17.55,0.349733,17.8997,2.64437,9.53568,4.50104,45,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-06,374,9.7525,0.162495,9.915,2.5826,6.53979,4.13364,52,index
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-06,46.8,8.5305,0.0133533,8.54385,15.4378,3.38613,0.906141,47,index
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-06,2568,92.9749,0.683618,93.6586,3.5188,6.45779,3.65307,47,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-06,18080,93.7415,43.2535,136.995,0.752018,41.9901,26.8954,47,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-06,4356,71.7061,3.01432,74.7204,1.68642,16.3889,9.17711,47,index
TTI.TITAN.MVSG.1250kVA,TTI.TITAN.MVSG.1250kVA,2026-07-06,4,59.5808,0,59.5808,93.7088,0,0,45,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-06,854,7.245,1.15062,8.39562,0.973523,25.728,7.03763,45,index
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-06,189,26.73,0.0128786,26.7429,12.3957,1.42108,0.659861,45,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-06,4280,53.9325,4.41411,58.3466,1.3449,17.0063,9.38388,45,index
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-06,4688,17.9617,33.4847,51.4464,1.08549,115.352,30.2158,45,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-06,4331.2,16.8152,21.8778,38.6929,0.885443,77.7645,32.2621,45,index
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-06,7724,24.1107,5.27053,29.3812,0.378947,31.1371,11.2208,50,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-06,609,48.825,0.334319,49.1593,7.46921,4.40902,2.16074,45,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-06,4920,15.6879,30.8755,46.5634,0.937538,74.7944,41.6152,45,index
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-06,3208,15.0075,12.8668,27.8743,0.861414,63.1891,27.0703,45,index
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-06,4180,29.3625,6.2769,35.6394,0.845409,23.7491,12.492,45,index
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-06,546,6.975,0.698278,7.67328,1.38589,17.6644,9.45356,45,index
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-06,208,53.9325,0.0125814,53.9451,20.594,1.68012,0.429958,45,index
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-06,238,13.9612,0.613646,14.5749,5.77052,18,6.84242,45,index
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-06,12386.4,20.9385,55.1053,76.0438,0.610184,56.8468,53.6775,45,index
YM.PE_FOAMVH.T1.1000kVA,YM.PE_FOAMVH.T1.1000kVA,2026-07-06,0,0.4653,0,0.4653,100,0,0,1,pxdt
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-06,1215.2,9.5238,1.5595,11.0833,0.903813,18.1389,13.108,45,index
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-06,114,24.075,0.00431928,24.0793,17.4388,0.792,0.394297,45,index
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-06,2534.4,9,11.4861,20.4861,0.801841,60.9904,28.2824,45,index
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-06,171.2,9.03105,0.059819,9.09087,5.04233,10.8824,1.90816,45,index
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-06,14.4,9.045,0.000174531,9.04517,38.5801,0.161555,0.143903,45,index
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-06,13.2,9.41294,0.000188683,9.41313,41.6268,0.15,0.148518,46,index
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-06,737.6,9.2475,1.36662,10.6141,1.41859,26.729,8.87072,45,index
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-06,1233.6,9.315,3.5609,12.8759,1.03298,43.7342,14.1112,45,index
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-06,1254.4,17.595,1.44029,19.0353,1.4948,17.4619,8.8801,45,index
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-06,1844,18.492,2.6664,21.1584,1.1344,23.7218,10.8926,46,index
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-06,1384,18.09,1.72814,19.8181,1.41173,20.076,8.35149,45,index
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-06,2757.6,10.0125,8.9255,18.938,0.682072,36.683,30.5873,45,index
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-06,366,17.9618,0.122618,18.0844,4.70844,5.14133,2.56501,45,index
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-07,84,108,0.00116613,108.001,56.2503,0.541465,0.155773,48,index
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-07,394,6.768,0.266498,7.0345,1.75409,8.44808,4.07671,48,index
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-07,960.6,8.712,1.8738,10.5858,1.08999,25.0283,16.0977,48,index
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-07,258,29.0362,0.0280116,29.0642,10.1246,1.70805,0.985047,48,index
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-07,80,29.616,0.00219344,29.6182,27.0194,0.448508,0.205162,48,index
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-07,14550,44.4308,37.3857,81.8165,0.559168,37.0965,30.2926,48,index
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-07,2078.4,12.9638,3.69909,16.6629,0.795343,34.579,15.9835,48,index
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-07,1734,19.3066,2.2434,21.55,1.22753,20.5496,9.30167,48,index
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-07,60.8,21.2808,0.00119253,21.282,25.9277,0.232964,0.232964,48,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-07,775,40.7112,17.1917,57.9029,6.95194,23.6779,15.4325,48,index
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-07,345.6,28.68,0.0343991,28.7144,7.6712,2.38479,0.905298,48,index
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-07,175,44.4,0.00638301,44.4064,20.2393,0.75,0.348864,48,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-07,4414,22.1858,7.76956,29.9554,0.674071,23.6484,19.0735,48,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-07,1032,22.2,1.05227,23.2523,2.20348,21.6727,5.02767,48,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-07,2744,21.552,5.46499,27.017,0.974985,32.4338,15.6328,48,index
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-07,2370.2,52.32,7.69982,60.0198,2.46973,13.1927,12.7152,53,index
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-07,1843.2,21.48,2.26442,23.7444,1.27183,20.5297,7.90355,48,index
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-07,121.8,3.696,0.172779,3.86878,3.07855,16.4258,7.09253,48,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-07,4384,19.92,10.0336,29.9536,0.678611,37.3937,23.038,48,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-07,18360,45.5467,31.9432,77.49,0.420285,37.4986,31.2925,48,index
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-07,1572,45.5784,1.08009,46.6585,2.88254,27.6595,2.77436,48,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-07,1116,45.5784,0.277047,45.8554,3.94674,5.01761,1.83027,48,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-07,29,17.568,0.000829285,17.5688,37.7266,0.465713,0.16318,48,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-07,312.6,6.84,0.308572,7.14857,2.23569,15.5351,7.44018,48,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-07,519.2,6.43647,0.950235,7.3867,1.40275,31.4622,13.5343,54,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-07,35994,91.7458,130.115,221.86,0.612605,75.4463,48.9882,48,index
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-07,3346,91.8096,1.19867,93.0083,2.70451,8.90332,4.49028,48,index
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-07,99.2,19.92,0.0193313,19.9393,16.7361,1.23709,1.08483,48,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-07,4080,18.912,8.34344,27.2554,0.663593,30.8997,22.6926,48,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-07,992,27.696,0.322805,28.0188,2.74689,5.58234,2.56311,48,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-07,5160,23.088,14.8958,37.9838,0.73074,56.0295,22.7743,48,index
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-07,16,18.72,0.000197036,18.7202,53.9173,0.190476,0.0965608,48,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-07,684,18.72,0.43057,19.1506,2.72354,12.6435,4.64295,48,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-07,403.6,9.96,0.186794,10.1468,2.45242,7.71318,4.42465,53,index
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-07,45,8.6999,0.0126253,8.71253,16.2207,3.17272,0.881212,48,index
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-07,3024,95.088,1.01326,96.1013,3.08007,8.01101,4.37262,48,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-07,23440,95.736,58.3597,154.096,0.653111,41.8203,34.3492,48,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-07,4446,73.128,3.03589,76.1639,1.68424,15.5723,9.25397,48,index
TTI.TITAN.MVSG.1250kVA,TTI.TITAN.MVSG.1250kVA,2026-07-07,8,63.6,0.000140995,63.6001,88.8268,0.416,0.0290914,48,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-07,733,7.728,0.804874,8.53287,1.15071,26.6019,5.42513,48,index
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-07,264,28.512,0.0310978,28.5431,9.75689,2.75948,0.856029,48,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-07,5688,57.528,6.3977,63.9257,1.11138,18.3248,12.0776,48,index
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-07,4162,19.1592,22.9415,42.1007,1.00142,84.6768,24.4598,48,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-07,4103.68,17.9362,19.8968,37.8329,0.913505,69.6887,28.6452,48,index
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-07,6544,25.68,3.67252,29.3525,0.446538,21.9429,9.30138,48,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-07,1257,52.08,1.63792,53.7179,4.09836,11.1089,4.28269,48,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-07,6108.64,16.7338,43.0146,59.7483,0.968622,89.5767,49.5679,48,index
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-07,5180.8,16.008,23.7299,39.7379,0.761185,63.4877,41.5222,48,index
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-07,5028,31.32,7.56909,38.8891,0.767514,21.3069,14.3117,48,index
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-07,629.4,7.41933,0.905734,8.32507,1.30543,19.5226,10.5453,48,index
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-07,252,57.528,0.0191057,57.5471,18.5907,1.48014,0.528806,48,index
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-07,207,14.892,0.440782,15.3328,6.89632,15.313,5.30725,48,index
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-07,12367.2,22.3034,58.2601,80.5635,0.647212,57.8433,53.3049,48,index
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-07,1252,10.1446,1.71514,11.8597,0.938375,21.1566,13.2149,48,index
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-07,171,25.68,0.0126609,25.6927,13.0623,2.00641,0.609837,48,index
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-07,2470.4,9.59333,11.2597,20.853,0.837048,65.0325,26.4212,48,index
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-07,307.2,9.63312,0.22863,9.86175,3.11036,11.0392,3.48075,48,index
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-07,14.4,9.648,0.000178543,9.64818,40.1202,0.161555,0.141012,48,index
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-07,12,9.8436,0.000195131,9.8438,45.0645,0.15,0.147633,48,index
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-07,764.8,9.864,1.2308,11.0948,1.42994,21.3723,8.48764,48,index
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-07,1558.4,9.72,4.55047,14.2705,0.907403,40.817,16.5915,48,index
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-07,1235.2,18.768,1.43061,20.1986,1.60894,17.6329,8.40249,48,index
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-07,2140,19.296,2.83148,22.1275,1.02341,21.6133,12.2142,48,index
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-07,1466,19.3228,1.83268,21.1555,1.42255,22.4895,8.46522,48,index
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-07,2977.6,10.68,10.9993,21.6793,0.722817,40.7902,32.8147,48,index
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-07,375,19.1592,0.121424,19.2806,4.89008,4.5559,2.36567,48,index
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-08,78,107.7,0.0010619,107.701,57.997,0.312,0.157584,48,index
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-08,370,6.768,0.261778,7.02978,1.86452,7.95743,4.00076,48,index
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-08,872.4,8.712,1.58866,10.3007,1.16695,23.8155,14.702,48,index
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-08,276,28.9354,0.031216,28.9666,9.49829,1.96184,1.02764,48,index
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-08,57.6,29.616,0.00110991,29.6171,33.9579,0.363294,0.152835,48,index
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-08,14495,44.4,36.6771,81.0771,0.556234,37.1718,30.0399,48,index
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-08,1982.4,12.9638,3.46892,16.4328,0.822118,31.5252,15.9584,48,index
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-08,1836,19.2663,2.45455,21.7209,1.16922,24.6996,9.66018,48,index
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-08,64,21.2808,0.00157043,21.2824,24.9552,0.834458,0.252986,48,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-08,2115,40.7112,24.3591,65.0703,2.98478,23.3499,22.1989,48,index
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-08,352,28.68,0.0357203,28.7157,7.54256,2.04216,0.938075,48,index
03.NHOMVP.3000kVA,03.NHOMVP.3000kVA,2026-07-08,0,1.09,0,1.09,100,0,0,1,pxdt
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-08,185,44.3075,0.00654739,44.314,19.3246,0.800391,0.351113,48,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-08,4210,22.1858,7.02591,29.2118,0.689085,23.2938,18.1379,48,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-08,1101.6,22.2,0.79761,22.9976,2.04496,11.9354,4.62213,48,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-08,2958.4,21.552,6.28285,27.8348,0.932105,33.9567,17.1089,48,index
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-08,2581.2,52.32,7.59229,59.9123,2.26845,13.284,12.617,57,index
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-08,1855.2,21.48,2.23146,23.7115,1.26198,19.7717,7.97328,48,index
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-08,133.2,3.696,0.1905,3.8865,2.83507,17.5841,7.55301,48,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-08,4028.8,19.92,8.33918,28.2592,0.696544,37.9531,20.9585,48,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-08,17658,45.5467,28.9965,74.5432,0.420375,36.0188,29.7643,48,index
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-08,1254,45.4518,0.166113,45.6179,3.5101,7.87233,1.91895,48,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-08,1476,45.5784,0.764686,46.3431,3.04419,10.7714,2.66399,48,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-08,29,17.568,0.000779385,17.5688,37.7265,0.465713,0.156615,48,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-08,318,6.84,0.302029,7.14203,2.19659,12.9,7.35953,48,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-08,372.4,6.432,0.609309,7.04131,1.8557,34.0216,9.42374,55,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-08,34531,91.8096,122.839,214.649,0.617773,74.2297,47.2072,48,index
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-08,3199,91.8096,1.09969,92.9093,2.82235,9.18552,4.29457,48,index
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-08,100.8,19.8647,0.0196236,19.8843,16.4763,1.37244,1.09329,48,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-08,3897.6,18.912,8.47366,27.3857,0.697726,29.8934,22.9926,48,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-08,960,27.696,0.299737,27.9957,2.83359,5.32124,2.47292,48,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-08,6007.2,23.088,22.7933,45.8813,0.757983,78.5768,27.4342,48,index
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-08,15,18.72,0.000200998,18.7202,55.5163,0.191136,0.0933653,48,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-08,623,18.668,0.327329,18.9953,2.9588,9.91435,4.20112,48,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-08,454.4,9.96,0.240501,10.2005,2.19554,8.94537,4.93103,54,index
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-08,43.2,8.6878,0.0123623,8.70016,16.7633,3.2029,0.865803,48,index
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-08,3576,95.088,1.28603,96.374,2.6243,7.85595,4.97951,48,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-08,24192,95.6695,62.3387,158.008,0.648904,43.9365,35.4712,48,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-08,4476,73.128,3.10894,76.2369,1.67471,16.1511,9.33699,48,index
TTI.TITAN.MVSG.1250kVA,TTI.TITAN.MVSG.1250kVA,2026-07-08,32,63.4233,0.000367155,63.4237,66.4654,0.357771,0.0856486,48,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-08,696,7.728,1.07516,8.80316,1.24902,28.5322,5.53238,48,index
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-08,198,28.512,0.015583,28.5276,12.5934,1.8783,0.670541,48,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-08,5576,57.3682,5.84763,63.2158,1.121,17.3033,11.5851,48,index
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-08,3310,19.1592,17.3801,36.5393,1.09185,81.3889,18.5058,48,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-08,4195.36,17.9362,21.8617,39.7979,0.939702,75.3552,30.2297,48,index
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-08,5348,25.68,2.96018,28.6402,0.532678,20.2973,7.20892,51,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-08,666,52.08,0.366295,52.4463,7.29996,5.21353,2.26924,48,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-08,5800,16.7338,36.7167,53.4505,0.913144,83.2489,46.368,48,index
